appearance_id,episode_id,character_id,appearance_order
131,12,515,4
132,12,558,5
133,12,357,6
134,12,694,7
135,12,822,8
136,12,493,9
137,12,427,10
138,12,208,11
139,13,694,1
140,13,607,2
141,13,136,3
142,13,558,4
143,13,515,5
144,13,357,6
145,13,822,7
146,13,208,8
147,13,493,9
148,13,427,10
149,13,759,11
150,13,295,12
151,13,1277,13
152,14,295,1
153,14,357,2
154,14,1277,3
155,14,822,4
156,14,515,5
157,14,694,6
158,14,558,7
159,14,136,8
160,14,759,9
161,15,694,1
162,15,822,2
163,15,357,3
164,15,1277,4
165,15,295,5
166,15,515,6
167,15,558,7
168,15,759,8
169,15,136,9
170,15,208,10
171,15,427,11
172,15,493,12
173,15,481,13
174,15,550,14
175,16,427,1
176,16,208,2
177,16,493,3
178,16,759,4
179,16,822,5
180,16,558,6
181,16,694,7
182,16,457,8
183,16,515,9
184,16,136,10
185,16,357,11
186,16,290,12
187,17,558,1
188,17,694,2
189,17,822,3
190,17,759,4
191,17,427,5
192,17,208,6
193,17,493,7
194,17,357,8
195,17,136,9
196,17,515,10
197,17,607,11
198,17,1332,12
199,18,136,1
200,18,357,2
201,18,515,3
202,18,558,4
203,18,137,5
204,18,1136,6
205,18,660,7
206,18,739,9
207,18,999,12
208,19,136,1
209,19,515,2
210,19,558,3
211,19,357,4
212,19,284,5
213,19,283,6
214,19,797,7
215,20,554,1
216,20,1008,2
217,20,357,3
218,20,797,4
219,20,558,5
220,20,136,6
221,20,515,7
222,20,75,8
223,20,1321,9
224,20,64,10
225,20,326,11
226,20,541,12
227,21,450,1
228,21,326,2
229,21,1008,3
230,21,136,4
231,21,515,5
232,21,357,6
233,21,558,7
234,21,64,8
235,21,661,9
236,21,457,10
237,21,971,11
238,21,1250,12
239,21,707,13
240,22,64,1
241,22,326,2
242,22,357,3
243,22,515,4
244,22,558,5
245,22,136,6
246,22,707,7
247,22,1250,8
248,22,450,9
249,22,971,10
250,23,64,1
251,23,707,2
252,23,971,3
253,23,450,4
254,23,1250,5
255,23,326,6
256,23,558,7
257,23,357,8
258,23,136,9
259,23,797,10
260,23,75,11
261,23,515,12
262,23,1061,13
263,24,797,1
264,24,75,2
265,24,558,3
266,24,357,4
267,24,136,5
268,24,515,6
269,24,1061,7
270,24,707,8
271,24,450,9
272,24,64,10
273,24,1250,11
274,24,326,12
275,24,283,13
276,24,284,14
277,25,707,1
278,25,558,2
279,25,64,3
280,25,326,4
281,25,1061,5
282,25,450,6
283,25,1250,7
284,25,444,8
285,25,858,9
286,25,971,10
287,26,971,1
288,26,558,2
289,26,64,3
290,26,326,4
291,26,450,5
292,26,1250,6
293,26,444,7
294,27,558,1
295,27,326,2
296,27,971,3
297,27,64,4
298,27,707,5
299,27,1250,6
300,27,450,7
301,27,444,8
302,28,706,1
303,28,558,2
304,28,1250,3
305,28,450,4
306,28,64,5
307,28,326,6
308,28,971,7
309,29,326,1
310,29,64,2
311,29,558,3
312,29,706,4
313,29,1250,5
314,29,450,6
315,29,971,7
316,29,357,8
317,29,1061,9
318,29,797,10
319,29,75,11
320,29,136,12
321,29,515,13
322,29,457,14
323,30,558,1
324,30,326,2
325,30,64,3
326,30,1250,4
327,30,450,5
328,30,75,6
329,30,515,7
330,31,558,1
331,31,326,2
332,31,75,3
333,31,1061,4
334,31,515,5
335,31,500,6
336,31,1356,7
337,31,1157,8
338,31,692,9
339,31,907,10
340,31,1242,11
341,31,357,12
342,31,797,13
343,31,136,14
344,31,488,15
345,31,568,16
346,32,75,1
347,32,558,2
348,32,326,3
349,32,568,4
350,32,136,5
351,32,488,6
352,32,1242,7
353,32,1356,8
354,32,907,9
355,32,515,10
356,32,11,11
357,32,357,12
358,32,1157,13
359,32,692,14
360,32,978,15
361,32,516,16
362,32,768,17
363,32,426,18
364,33,568,1
365,33,558,2
366,33,75,3
367,33,326,4
368,33,1356,5
369,33,136,6
370,33,426,7
371,33,357,8
372,33,907,9
373,33,692,10
374,33,273,11
375,33,210,12
376,33,1157,13
377,33,797,14
378,34,797,1
379,34,558,2
380,34,357,3
381,34,515,4
382,34,326,5
383,34,75,6
384,34,488,7
385,34,1242,8
386,34,1356,9
387,34,1157,10
388,34,907,11
389,34,692,12
390,34,210,13
391,34,273,14
392,34,410,15
393,34,136,16
394,34,694,17
395,34,1277,18
396,34,295,19
397,34,500,20
398,34,978,21
399,34,516,22
400,34,11,23
401,35,907,1
402,35,692,2
403,35,1157,3
404,35,558,4
405,35,357,5
406,35,488,6
407,35,136,7
408,35,326,8
409,35,515,9
410,35,978,10
411,35,11,11
412,35,516,12
413,35,1356,13
414,35,426,14
415,36,488,1
416,36,515,2
417,36,11,3
418,36,978,4
419,36,1356,5
420,36,692,6
421,36,1157,7
422,36,907,8
423,36,516,9
424,36,426,10
425,36,75,11
426,36,797,12
427,36,136,13
428,36,326,14
429,36,558,15
430,36,500,16
431,37,515,1
432,37,1356,2
433,37,978,3
434,37,500,4
435,37,488,5
436,37,558,6
437,37,516,7
438,37,907,8
439,37,692,9
440,37,1157,10
441,37,136,11
442,37,326,12
443,37,357,13
444,37,75,14
445,37,797,15
446,38,515,1
447,38,1356,2
448,38,558,3
449,38,692,4
450,38,907,5
451,38,1157,6
452,38,210,7
453,38,488,8
454,38,978,9
455,38,516,10
456,38,326,11
457,38,136,12
458,38,357,13
459,38,75,14
460,38,797,15
461,38,568,16
462,39,797,1
463,39,75,2
464,39,558,3
465,39,488,4
466,39,978,5
467,39,357,6
468,39,907,7
469,39,326,8
470,39,692,9
471,39,516,10
472,39,1356,11
473,39,1061,12
474,39,136,13
475,39,1157,14
476,39,283,15
477,39,515,16
478,40,357,1
479,40,1356,2
480,40,692,3
481,40,558,4
482,40,978,5
483,40,326,6
484,40,488,7
485,40,136,8
486,40,1157,9
487,40,797,10
488,40,75,11
489,40,515,12
490,41,326,1
491,41,357,2
492,41,1356,3
493,41,515,4
494,41,516,5
495,41,488,6
496,41,558,7
497,41,797,8
498,41,75,9
499,41,978,10
500,41,136,11
501,41,907,12
502,41,1061,13
503,42,1356,1
504,42,558,2
505,42,326,3
506,42,357,4
507,42,515,5
508,42,516,6
509,42,75,7
510,42,797,8
511,42,136,9
512,42,488,10
513,42,978,11
514,42,654,12
515,43,1356,1
516,43,558,2
517,43,75,3
518,43,797,4
519,43,515,5
520,43,136,6
521,43,326,7
522,43,488,8
523,43,978,9
524,43,516,10
525,43,357,11
526,43,500,12
527,43,11,13
528,43,907,14
529,43,692,15
530,43,1157,16
531,44,488,1
532,44,1242,2
533,44,558,3
534,44,326,4
535,44,136,5
536,44,357,6
537,44,516,7
538,44,797,8
539,44,75,9
540,44,515,10
541,44,978,11
542,44,11,12
543,45,515,1
544,45,136,2
545,45,558,3
546,45,326,4
547,45,357,5
548,45,1285,6
549,45,801,7
550,45,1280,8
551,45,707,9
552,45,1356,10
553,45,607,11
554,45,759,12
555,45,730,13
556,45,908,14
557,45,550,15
558,45,376,16
559,45,377,17
560,45,374,18
561,45,694,19
562,45,64,20
563,45,1250,21
564,45,450,22
565,45,1008,23
566,45,554,24
567,45,1114,26
568,45,1369,30
569,45,1061,32
570,45,13,33
571,45,82,34
572,45,290,35
573,45,653,36
574,45,938,37
575,45,90,38
576,45,641,39
577,46,558,1
578,46,357,2
579,46,326,3
580,46,136,4
581,46,515,5
582,46,1280,6
583,46,999,7
584,46,1369,8
585,47,1280,1
586,47,1369,2
587,47,1265,3
588,47,1143,4
589,47,382,5
590,47,566,6
591,47,35,7
592,47,558,8
593,47,357,9
594,47,515,10
595,47,136,11
596,47,326,12
597,48,558,1
598,48,326,2
599,48,357,3
600,48,515,4
601,48,136,5
602,48,922,6
603,48,1369,8
604,48,258,9
605,48,633,10
606,48,72,11
607,48,996,12
608,48,200,13
609,48,712,14
610,48,953,17
611,49,258,1
612,49,558,2
613,49,326,3
614,49,382,4
615,49,566,5
616,49,1280,7
617,49,1265,8
618,49,200,10
619,49,357,11
620,49,515,12
621,49,842,13
622,49,845,14
623,50,200,1
624,50,258,2
625,50,357,6
626,50,558,7
627,50,136,8
628,50,515,10
629,50,82,11
630,50,13,12
631,50,290,13
632,50,653,14
633,50,457,15
634,50,326,16
635,51,326,2
636,51,668,3
637,51,594,5
638,51,64,6
639,51,1250,7
640,51,450,8
641,51,382,9
642,51,457,10
643,51,1280,11
644,51,566,12
645,51,558,13
646,51,357,14
647,51,324,15
648,51,515,16
649,51,136,17
650,51,331,18
651,51,1265,21
652,51,258,22
653,51,1369,23
654,52,258,1
655,52,200,2
656,52,558,3
657,52,1369,4
658,52,457,5
659,52,1280,6
660,52,1265,7
661,52,515,8
662,52,326,9
663,52,136,10
664,52,357,11
665,52,382,12
666,52,566,13
667,52,953,14
668,52,560,15
669,53,560,1
670,53,558,2
671,53,326,3
672,53,357,4
673,53,1265,5
674,53,1369,6
675,53,1280,7
676,53,258,8
677,53,515,9
678,53,136,10
679,53,566,11
680,53,382,12
681,53,200,13
682,53,283,14
683,54,1036,3
684,54,558,4
685,54,515,5
686,54,326,6
687,54,136,7
688,54,357,8
689,55,515,2
690,55,357,3
691,55,136,4
692,55,558,5
693,55,326,6
694,55,1036,14
695,56,515,2
696,56,558,3
697,56,136,4
698,56,357,5
699,56,326,6
700,56,1036,7
701,56,457,10
702,57,1036,1
703,57,558,4
704,57,136,5
705,57,357,6
706,57,515,7
707,57,326,9
708,58,558,1
709,58,136,2
710,58,357,3
711,58,515,4
712,58,326,5
713,58,1036,8
714,59,1036,2
715,59,136,3
716,59,357,6
717,59,558,7
718,59,515,8
719,59,326,9
720,60,558,2
721,60,515,4
722,60,136,5
723,60,357,6
724,60,326,7
725,60,1036,10
726,61,558,2
727,61,1036,3
728,61,515,4
729,61,357,5
730,61,326,6
731,61,136,7
732,62,558,1
733,62,357,2
734,62,515,3
735,62,326,4
736,62,136,5
737,62,679,6
738,62,1118,7
739,62,535,9
740,63,679,1
741,63,1118,2
742,63,558,3
743,63,136,4
744,63,357,5
745,63,515,6
746,63,326,7
747,63,535,10
748,63,530,11
749,63,586,12
750,64,515,1
751,64,558,2
752,64,136,3
753,64,326,4
754,64,535,5
755,64,357,7
756,64,457,8
757,64,529,9
758,64,855,11
759,64,530,12
760,64,586,13
761,64,581,14
762,64,525,15
763,65,535,1
764,65,855,2
765,65,509,3
766,65,581,4
767,65,357,5
768,65,558,6
769,65,326,7
770,65,136,8
771,65,515,9
772,65,529,10
773,65,589,11
774,65,763,12
775,65,530,13
776,65,586,14
777,65,983,15
778,65,601,16
779,66,357,1
780,66,855,2
781,66,509,3
782,66,535,4
783,66,983,5
784,66,601,6
785,66,558,7
786,66,763,8
787,66,515,9
788,66,581,10
789,67,983,1
790,67,601,2
791,67,357,3
792,67,558,4
793,67,763,5
794,67,509,6
795,67,515,7
796,67,855,8
797,67,530,9
798,67,586,10
799,67,136,11
800,67,326,12
801,67,495,13
802,67,1333,14
803,68,515,1
804,68,509,2
805,68,558,3
806,68,763,4
807,68,326,5
808,68,136,6
809,68,357,7
810,68,1356,8
811,68,707,9
812,68,694,10
813,68,550,11
814,68,730,12
815,68,908,13
816,68,376,14
817,68,377,15
818,68,374,16
819,68,559,17
820,68,1297,18
821,69,136,1
822,69,763,2
823,69,357,3
824,69,515,4
825,69,509,5
826,69,326,6
827,69,558,7
828,69,730,9
829,69,908,10
830,69,559,11
831,69,1297,12
832,69,376,13
833,69,377,14
834,70,558,1
835,70,357,2
836,70,509,3
837,70,326,4
838,70,763,5
839,70,136,6
840,70,515,7
841,70,996,8
842,70,629,9
843,70,329,10
844,70,457,11
845,70,495,12
846,70,1283,14
847,71,1283,1
848,71,136,2
849,71,515,3
850,71,558,4
851,71,763,5
852,71,509,6
853,71,1062,8
854,71,326,9
855,71,357,10
856,71,983,11
857,71,601,12
858,71,996,13
859,71,629,14
860,72,1283,1
861,72,1062,2
862,72,558,3
863,72,509,4
864,72,763,5
865,72,136,6
866,72,515,7
867,72,601,8
868,72,983,9
869,72,357,10
870,72,326,11
871,72,996,12
872,72,629,13
873,73,515,1
874,73,136,2
875,73,1283,3
876,73,1062,4
877,73,558,5
878,73,509,6
879,73,763,7
880,73,601,8
881,73,983,9
882,73,357,10
883,73,996,11
884,73,629,12
885,74,1283,1
886,74,996,2
887,74,1062,3
888,74,629,4
889,74,509,5
890,74,601,6
891,74,763,7
892,74,136,8
893,74,558,9
894,74,983,10
895,74,515,11
896,74,357,12
897,74,855,13
898,75,558,1
899,75,996,2
900,75,136,3
901,75,763,4
902,75,983,5
903,75,601,6
904,75,629,7
905,75,357,8
906,75,515,9
907,75,509,10
908,75,1283,11
909,76,136,1
910,76,983,2
911,76,763,3
912,76,558,4
913,76,629,5
914,76,601,6
915,76,326,7
916,76,515,8
917,76,357,9
918,76,509,10
919,76,1283,11
920,76,996,12
921,76,1062,13
922,77,1283,1
923,77,515,2
924,77,357,3
925,77,136,4
926,77,763,5
927,77,558,6
928,77,509,7
929,77,1062,8
930,77,326,9
931,77,530,11
932,77,586,12
933,77,495,13
934,77,838,14
935,78,1283,1
936,78,1062,2
937,78,558,3
938,78,515,4
939,78,326,5
940,78,509,6
941,78,763,7
942,78,357,8
943,78,136,9
944,78,69,11
945,78,855,12
946,78,15,13
947,78,1380,14
948,78,1120,15
949,78,1166,16
950,79,515,1
951,79,509,2
952,79,326,3
953,79,558,4
954,79,136,5
955,79,357,6
956,79,1166,7
957,79,102,8
958,79,763,9
959,79,691,10
960,79,258,11
961,79,200,12
962,79,531,13
963,79,1104,14
964,80,509,1
965,80,558,2
966,80,357,3
967,80,136,4
968,80,326,5
969,80,763,6
970,80,515,7
971,80,1104,8
972,80,505,9
973,80,698,10
974,80,21,11
975,80,102,12
976,80,1166,13
977,81,326,1
978,81,558,2
979,81,515,3
980,81,136,4
981,81,509,5
982,81,1104,6
983,81,505,7
984,81,205,8
985,81,698,9
986,81,175,10
987,81,357,11
988,81,763,12
989,81,102,13
990,81,1166,14
991,81,691,15
992,81,372,16
993,82,558,1
994,82,326,2
995,82,515,3
996,82,1104,4
997,82,509,5
998,82,136,6
999,82,102,7
1000,82,372,8
1001,82,691,9
1002,82,1166,10
1003,82,357,12
1004,83,558,1
1005,83,326,2
1006,83,515,3
1007,83,1166,4
1008,83,372,5
1009,83,102,6
1010,83,691,7
1011,83,509,8
1012,83,136,9
1013,83,357,10
1014,83,175,11
1015,83,698,12
1016,84,515,1
1017,84,175,2
1018,84,698,3
1019,84,558,4
1020,84,326,5
1021,84,372,6
1022,84,102,7
1023,84,691,8
1024,84,1166,9
1025,84,509,10
1026,84,136,11
1027,84,357,12
1028,84,1104,13
1029,85,175,1
1030,85,558,2
1031,85,326,3
1032,85,515,4
1033,85,698,5
1034,85,889,6
1035,86,558,1
1036,86,175,2
1037,86,515,3
1038,86,326,4
1039,86,889,5
1040,86,698,6
1041,86,1104,7
1042,86,102,8
1043,86,691,9
1044,86,1166,10
1045,86,372,12
1046,87,558,1
1047,87,1166,2
1048,87,102,3
1049,87,691,4
1050,87,372,5
1051,87,175,6
1052,87,698,7
1053,87,326,8
1054,87,889,9
1055,87,1104,10
1056,87,515,11
1057,87,1160,12
1058,88,889,1
1059,88,175,2
1060,88,558,3
1061,88,102,4
1062,88,326,5
1063,88,698,6
1064,88,1160,7
1065,88,1104,8
1066,88,509,9
1067,88,136,10
1068,88,357,12
1069,88,457,13
1070,88,515,14
1071,89,515,1
1072,89,102,2
1073,89,558,3
1074,89,326,4
1075,89,175,5
1076,89,1104,6
1077,89,509,7
1078,89,136,8
1079,89,357,9
1080,89,691,10
1081,89,1166,11
1082,89,698,12
1083,89,889,13
1084,90,889,1
1085,90,175,2
1086,90,558,3
1087,90,1104,4
1088,90,509,5
1089,90,136,6
1090,90,357,7
1091,90,698,8
1092,90,326,9
1093,90,515,10
1094,91,558,1
1095,91,136,2
1096,91,175,3
1097,91,357,4
1098,91,509,5
1099,91,326,6
1100,91,515,7
1101,91,763,8
1102,91,698,9
1103,91,1104,10
1104,91,102,11
1105,91,691,12
1106,91,1166,13
1107,91,510,14
1108,91,1240,15
1109,91,441,16
1110,91,186,17
1111,91,855,19
1112,91,953,22
1113,91,1120,23
1114,91,1102,24
1115,91,65,25
1116,91,15,26
1117,91,996,27
1118,91,629,28
1119,91,1341,29
1120,91,1058,30
1121,91,983,31
1122,91,601,32
1123,91,581,33
1124,91,535,34
1125,91,531,35
1126,91,530,36
1127,91,586,37
1128,91,1380,38
1129,91,495,39
1130,92,408,1
1131,92,1120,2
1132,92,441,3
1133,92,1240,4
1134,92,510,5
1135,92,515,6
1136,92,509,7
1137,92,326,8
1138,92,558,9
1139,92,763,10
1140,92,175,11
1141,92,136,12
1142,92,357,13
1143,92,15,14
1144,92,1380,15
1145,93,509,1
1146,93,763,2
1147,93,515,3
1148,93,357,4
1149,93,136,5
1150,93,326,6
1151,93,558,7
1152,93,175,8
1153,93,612,9
1154,93,714,11
1155,94,416,1
1156,94,175,2
1157,94,136,3
1158,94,515,4
1159,94,357,5
1160,94,200,6
1161,94,258,7
1162,94,558,8
1163,94,74,10
1164,94,509,11
1165,94,326,12
1166,94,763,13
1167,95,416,1
1168,95,258,2
1169,95,457,3
1170,95,136,4
1171,95,509,5
1172,95,175,6
1173,95,326,7
1174,95,515,8
1175,95,558,9
1176,95,357,10
1177,95,763,11
1178,95,531,12
1179,95,527,13
1180,95,200,16
1181,96,510,1
1182,96,1240,2
1183,96,441,3
1184,96,509,4
1185,96,326,5
1186,96,136,6
1187,96,558,7
1188,96,416,8
1189,96,175,9
1190,96,357,10
1191,96,763,11
1192,96,515,12
1193,96,1120,13
1194,96,495,14
1195,96,527,17
1196,97,558,1
1197,97,515,2
1198,97,357,3
1199,97,175,4
1200,97,136,5
1201,97,416,6
1202,97,326,7
1203,97,509,8
1204,97,612,10
1205,98,558,1
1206,98,136,2
1207,98,612,3
1208,98,515,4
1209,98,509,5
1210,98,326,6
1211,98,175,7
1212,98,357,8
1213,98,416,9
1214,98,855,13
1215,98,510,14
1216,99,558,1
1217,99,326,2
1218,99,509,4
1219,99,175,7
1220,99,357,8
1221,99,136,9
1222,99,612,10
1223,99,515,11
1224,99,416,14
1225,99,714,15
1226,99,1240,16
1227,99,441,17
1228,100,612,1
1229,100,509,2
1230,100,515,3
1231,100,558,4
1232,100,136,5
1233,100,326,6
1234,100,416,7
1235,100,357,8
1236,100,175,9
1237,100,510,10
1238,100,714,11
1239,100,170,12
1240,100,763,13
1241,100,855,14
1242,100,1349,15
1243,100,1385,16
1244,100,472,17
1245,100,752,18
1246,100,517,19
1247,100,1240,20
1248,100,441,21
1249,101,416,3
1250,101,558,4
1251,101,136,5
1252,101,326,6
1253,101,357,7
1254,101,509,8
1255,101,515,9
1256,101,175,11
1257,101,612,12
1258,102,357,1
1259,102,175,2
1260,102,558,3
1261,102,326,4
1262,102,136,5
1263,102,509,6
1264,102,515,7
1265,102,612,8
1266,102,1356,9
1267,103,136,1
1268,103,357,2
1269,103,509,3
1270,103,558,4
1271,103,175,5
1272,103,326,6
1273,103,612,7
1274,103,515,8
1275,103,1120,9
1276,103,495,10
1277,103,65,11
1278,103,1058,12
1279,103,1341,13
1280,103,670,14
1281,103,15,15
1282,103,1380,16
1283,103,996,17
1284,103,1102,18
1285,103,1333,19
1286,103,170,20
1287,103,714,21
1288,104,136,1
1289,104,357,2
1290,104,175,3
1291,104,509,4
1292,104,326,5
1293,104,515,6
1294,104,170,7
1295,104,558,8
1296,104,457,9
1297,104,15,10
1298,104,65,11
1299,104,1341,12
1300,104,1058,13
1301,104,495,14
1302,104,1102,15
1303,104,1120,16
1304,104,996,17
1305,104,1333,18
1306,104,714,19
1307,104,752,20
1308,104,472,21
1309,104,1030,22
1310,104,1240,23
1311,104,441,24
1312,104,855,25
1313,105,509,1
1314,105,136,2
1315,105,175,3
1316,105,326,4
1317,105,357,5
1318,105,515,6
1319,105,558,7
1320,105,612,8
1321,105,170,9
1322,105,769,10
1323,105,714,11
1324,105,1030,12
1325,105,1036,13
1326,105,752,14
1327,105,472,15
1328,105,1240,16
1329,105,441,17
1330,105,510,18
1331,105,763,19
1332,105,1120,20
1333,105,258,21
1334,105,200,22
1335,105,457,23
1336,105,495,24
1337,106,558,1
1338,106,136,2
1339,106,357,3
1340,106,515,4
1341,106,457,6
1342,106,146,7
1343,106,41,8
1344,106,258,9
1345,106,495,10
1346,106,175,11
1347,106,200,12
1348,106,326,13
1349,106,1120,14
1350,106,509,15
1351,106,441,16
1352,106,763,17
1353,106,510,18
1354,106,714,19
1355,106,170,20
1356,107,714,1
1357,107,170,2
1358,107,510,3
1359,107,752,4
1360,107,1240,5
1361,107,1120,6
1362,107,509,7
1363,107,515,8
1364,107,136,9
1365,107,558,10
1366,107,495,11
1367,107,357,12
1368,107,258,13
1369,107,15,14
1370,107,769,15
1371,107,1036,16
1372,107,1102,17
1373,107,65,18
1374,107,1380,19
1375,107,1030,20
1376,107,1333,21
1377,108,1240,1
1378,108,714,2
1379,108,752,3
1380,108,509,4
1381,108,1120,5
1382,108,357,6
1383,108,258,7
1384,108,515,8
1385,108,136,9
1386,108,558,10
1387,108,495,11
1388,108,170,12
1389,108,855,13
1390,108,996,14
1391,108,15,15
1392,108,175,16
1393,108,146,17
1394,108,1102,18
1395,108,1333,19
1396,108,65,20
1397,108,326,21
1398,109,175,1
1399,109,326,2
1400,109,509,3
1401,109,1120,5
1402,109,495,6
1403,109,136,7
1404,109,558,8
1405,109,515,9
1406,109,357,10
1407,109,258,11
1408,109,996,12
1409,110,326,1
1410,110,357,2
1411,110,136,3
1412,110,509,4
1413,110,515,5
1414,110,558,6
1415,110,258,7
1416,110,910,8
1417,110,175,9
1418,110,612,10
1419,110,1120,11
1420,110,495,12
1421,110,170,13
1422,110,200,14
1423,111,170,1
1424,111,1120,2
1425,111,558,3
1426,111,910,4
1427,111,357,5
1428,111,612,6
1429,111,136,7
1430,111,175,8
1431,111,509,9
1432,111,326,10
1433,111,515,11
1434,111,200,12
1435,111,258,13
1436,111,763,15
1437,111,495,22
1438,111,441,23
1439,111,714,25
1440,111,1240,26
1441,111,1058,27
1442,111,1341,28
1443,111,670,29
1444,111,510,30
1445,111,1333,31
1446,111,15,32
1447,111,1102,33
1448,111,65,34
1449,111,855,35
1450,112,441,1
1451,112,558,2
1452,112,714,3
1453,112,752,4
1454,112,1036,5
1455,112,472,6
1456,112,1240,7
1457,112,15,11
1458,112,1058,12
1459,112,1102,13
1460,112,65,14
1461,112,1341,15
1462,112,670,16
1463,112,357,20
1464,112,175,21
1465,112,515,22
1466,112,136,23
1467,112,326,24
1468,112,612,25
1469,112,763,26
1470,112,509,27
1471,112,855,28
1472,112,170,29
1473,113,326,1
1474,113,136,2
1475,113,612,3
1476,113,175,4
1477,113,1341,5
1478,113,1058,6
1479,113,15,7
1480,113,509,8
1481,113,763,9
1482,113,558,10
1483,113,357,11
1484,113,515,12
1485,113,416,13
1486,113,510,14
1487,113,855,15
1488,113,1102,18
1489,113,65,19
1490,113,670,22
1491,114,136,1
1492,114,1341,2
1493,114,1058,3
1494,114,175,4
1495,114,670,5
1496,114,509,6
1497,114,714,7
1498,114,752,8
1499,114,1036,9
1500,114,510,10
1501,114,326,11
1502,114,558,12
1503,114,357,13
1504,114,763,14
1505,114,1120,15
1506,115,175,1
1507,115,136,2
1508,115,1058,3
1509,115,1341,4
1510,115,558,5
1511,115,670,6
1512,115,714,7
1513,115,752,8
1514,115,509,9
1515,115,15,10
1516,115,326,11
1517,115,515,12
1518,115,1240,13
1519,115,170,14
1520,115,510,20
1521,115,441,21
1522,116,15,1
1523,116,326,2
1524,116,509,3
1525,116,1240,4
1526,116,558,5
1527,116,515,6
1528,116,357,7
1529,116,910,8
1530,116,136,9
1531,116,175,10
1532,116,612,11
1533,116,1102,12
1534,116,65,13
1535,116,763,14
1536,116,510,15
1537,116,1120,16
1538,116,495,17
1539,117,509,1
1540,117,1120,2
1541,117,510,3
1542,117,1240,4
1543,117,495,5
1544,117,515,6
1545,117,136,7
1546,117,558,8
1547,117,175,9
1548,117,357,10
1549,117,65,11
1550,118,1240,1
1551,118,509,2
1552,118,1120,3
1553,118,510,4
1554,118,495,5
1555,118,515,6
1556,118,65,7
1557,118,136,8
1558,118,175,9
1559,118,326,10
1560,118,612,11
1561,118,558,12
1562,118,357,13
1563,118,1102,14
1564,119,357,1
1565,119,1102,2
1566,119,1061,3
1567,119,284,4
1568,119,283,5
1569,119,558,6
1570,119,910,7
1571,119,136,8
1572,119,326,9
1573,119,509,10
1574,119,515,11
1575,119,612,12
1576,119,175,13
1577,119,1120,14
1578,119,1289,15
1579,119,907,16
1580,120,495,1
1581,120,509,2
1582,120,1240,3
1583,120,1120,4
1584,120,510,5
1585,120,1354,6
1586,120,457,7
1587,120,1102,8
1588,120,357,9
1589,120,136,10
1590,120,612,11
1591,120,326,12
1592,120,175,13
1593,120,1289,14
1594,120,515,15
1595,120,65,16
1596,120,763,17
1597,120,558,18
1598,120,714,19
1599,120,170,20
1600,120,1030,21
1601,121,714,1
1602,121,509,2
1603,121,1036,3
1604,121,1120,4
1605,121,1240,5
1606,121,495,6
1607,121,510,7
1608,121,558,8
1609,121,441,9
1610,121,357,10
1611,121,515,11
1612,121,175,12
1613,121,136,13
1614,121,326,14
1615,121,612,15
1616,122,1120,1
1617,122,495,2
1618,122,510,3
1619,122,558,4
1620,122,136,5
1621,122,509,6
1622,122,515,7
1623,122,175,8
1624,122,441,9
1625,122,326,10
1626,122,357,11
1627,122,200,12
1628,122,633,13
1629,123,558,1
1630,123,1120,2
1631,123,495,3
1632,123,510,4
1633,123,200,5
1634,123,136,6
